entry,at,order
"""GTO player @ 7Nh1tXMWON"" calls 32.05",2023-05-19T00:50:26.487Z,168445742648700
"""OSig @ mX91O12t5W"" raises to 32.05",2023-05-19T00:50:22.915Z,168445742291500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:50:13.517Z,168445741351700
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:50:12.301Z,168445741230100
"""GTO player @ 7Nh1tXMWON"" raises to 12.37",2023-05-19T00:50:10.079Z,168445741007900
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:50:04.700Z,168445740470000
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:50:03.622Z,168445740362200
"""OSig @ mX91O12t5W"" raises to 4.50",2023-05-19T00:50:02.452Z,168445740245200
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T00:49:58.481Z,168445739848110
"""Sobby Saldwin @ bqLVPWQYxE"" posts a small blind of 0.50",2023-05-19T00:49:58.481Z,168445739848109
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (162.58) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (268.30) | #3 ""Glowcow @ 4kh9Z7S8kH"" (83.70) | #4 ""OSig @ mX91O12t5W"" (70.16) | #5 ""Jlo @ -GMsszLRBS"" (155.00) | #8 ""alamyyyyyy @ a95G_9tGEu"" (27.62)",2023-05-19T00:49:58.481Z,168445739848102
"-- starting hand #54 (id: 2moulimwdakz)  (No Limit Texas Hold'em) (dealer: ""GTO player @ 7Nh1tXMWON"") --",2023-05-19T00:49:58.481Z,168445739848101
"The player ""Chef Boyardee @ 48ZoZED0XZ"" stand up with the stack of 78.88.",2023-05-19T00:49:58.481Z,168445739848100
"-- ending hand #53 --",2023-05-19T00:49:52.474Z,168445739247403
"""GTO player @ 7Nh1tXMWON"" shows a J♦, 4♥.",2023-05-19T00:49:52.474Z,168445739247402
"""Sobby Saldwin @ bqLVPWQYxE"" collected 32.00 from pot with Pair, Q's (combination: Q♥, Q♦, A♠, J♠, 9♠)",2023-05-19T00:49:52.474Z,168445739247401
"""Sobby Saldwin @ bqLVPWQYxE"" shows a A♠, Q♥.",2023-05-19T00:49:52.474Z,168445739247400
"""Sobby Saldwin @ bqLVPWQYxE"" checks",2023-05-19T00:49:51.667Z,168445739166700
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:49:44.599Z,168445738459900
"River: J♠, 9♠, 8♠, 7♦ [Q♦]",2023-05-19T00:49:43.059Z,168445738305900
"""Sobby Saldwin @ bqLVPWQYxE"" calls 8.00",2023-05-19T00:49:42.216Z,168445738221600
"""GTO player @ 7Nh1tXMWON"" bets 8.00",2023-05-19T00:49:39.764Z,168445737976400
"Turn: J♠, 9♠, 8♠ [7♦]",2023-05-19T00:49:37.118Z,168445737711800
"""GTO player @ 7Nh1tXMWON"" calls 3.00",2023-05-19T00:49:36.294Z,168445737629400
"""Sobby Saldwin @ bqLVPWQYxE"" bets 3.00",2023-05-19T00:49:35.370Z,168445737537000
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:49:23.923Z,168445736392300
"Flop:  [J♠, 9♠, 8♠]",2023-05-19T00:49:20.364Z,168445736036400
"""GTO player @ 7Nh1tXMWON"" calls 5.00",2023-05-19T00:49:19.515Z,168445735951500
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 5.00",2023-05-19T00:49:16.887Z,168445735688700
"""GTO player @ 7Nh1tXMWON"" calls 1.00",2023-05-19T00:49:13.024Z,168445735302400
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:49:09.541Z,168445734954100
"""Chef Boyardee @ 48ZoZED0XZ"" folds",2023-05-19T00:49:07.755Z,168445734775501
"The admin ""GTO player @ 7Nh1tXMWON"" forced the player ""Chef Boyardee @ 48ZoZED0XZ"" to away mode in the next hand.",2023-05-19T00:49:07.755Z,168445734775500
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:48:56.146Z,168445733614600
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:48:49.015Z,168445732901500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:48:48.003Z,168445732800300
"""Sobby Saldwin @ bqLVPWQYxE"" posts a big blind of 1.00",2023-05-19T00:48:46.132Z,168445732613210
"""GTO player @ 7Nh1tXMWON"" posts a small blind of 0.50",2023-05-19T00:48:46.132Z,168445732613209
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (178.58) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (252.30) | #3 ""Glowcow @ 4kh9Z7S8kH"" (83.70) | #4 ""OSig @ mX91O12t5W"" (70.16) | #5 ""Jlo @ -GMsszLRBS"" (155.00) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (78.88) | #8 ""alamyyyyyy @ a95G_9tGEu"" (27.62)",2023-05-19T00:48:46.132Z,168445732613201
"-- starting hand #53 (id: qkkab8kxa9qd)  (No Limit Texas Hold'em) (dealer: ""alamyyyyyy @ a95G_9tGEu"") --",2023-05-19T00:48:46.132Z,168445732613200
"""GTO player @ 7Nh1tXMWON"" shows a K♥, 6♥.",2023-05-19T00:48:42.649Z,168445732264900
"""Jlo @ -GMsszLRBS"" shows a Q♥, A♥.",2023-05-19T00:48:39.750Z,168445731975000
"-- ending hand #52 --",2023-05-19T00:48:38.756Z,168445731875602
"""OSig @ mX91O12t5W"" collected 22.00 from pot",2023-05-19T00:48:38.756Z,168445731875601
"Uncalled bet of 11.00 returned to ""OSig @ mX91O12t5W""",2023-05-19T00:48:38.756Z,168445731875600
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:48:37.927Z,168445731792700
"""OSig @ mX91O12t5W"" bets 11.00",2023-05-19T00:48:33.370Z,168445731337000
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:48:26.023Z,168445730602300
"Turn: 5♦, 2♦, Q♦ [10♠]",2023-05-19T00:48:20.028Z,168445730002800
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:48:19.189Z,168445729918900
"""OSig @ mX91O12t5W"" calls 5.50",2023-05-19T00:48:17.447Z,168445729744700
"""Glowcow @ 4kh9Z7S8kH"" bets 5.50",2023-05-19T00:48:15.851Z,168445729585100
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:48:08.791Z,168445728879100
"Flop:  [5♦, 2♦, Q♦]",2023-05-19T00:48:07.259Z,168445728725900
"""GTO player @ 7Nh1tXMWON"" calls 3.50",2023-05-19T00:48:06.407Z,168445728640700
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:47:57.780Z,168445727778000
"""Chef Boyardee @ 48ZoZED0XZ"" folds",2023-05-19T00:47:56.272Z,168445727627200
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:47:35.397Z,168445725539700
"""OSig @ mX91O12t5W"" calls 3.50",2023-05-19T00:47:14.565Z,168445723456500
"""Glowcow @ 4kh9Z7S8kH"" raises to 3.50",2023-05-19T00:47:08.935Z,168445722893500
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:47:04.715Z,168445722471500
"""GTO player @ 7Nh1tXMWON"" posts a big blind of 1.00",2023-05-19T00:46:57.767Z,168445721776711
"""alamyyyyyy @ a95G_9tGEu"" posts a small blind of 0.50",2023-05-19T00:46:57.767Z,168445721776710
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (182.08) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (252.30) | #3 ""Glowcow @ 4kh9Z7S8kH"" (92.70) | #4 ""OSig @ mX91O12t5W"" (57.16) | #5 ""Jlo @ -GMsszLRBS"" (155.00) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (78.88) | #8 ""alamyyyyyy @ a95G_9tGEu"" (28.12)",2023-05-19T00:46:57.767Z,168445721776702
"-- starting hand #52 (id: cc0hhp3fjpsx)  (No Limit Texas Hold'em) (dealer: ""Chef Boyardee @ 48ZoZED0XZ"") --",2023-05-19T00:46:57.767Z,168445721776701
"The player ""AP @ mdgN-8uIsM"" stand up with the stack of 230.88.",2023-05-19T00:46:57.767Z,168445721776700
"-- ending hand #51 --",2023-05-19T00:46:51.762Z,168445721176203
"""Chef Boyardee @ 48ZoZED0XZ"" shows a 7♥, K♦.",2023-05-19T00:46:51.762Z,168445721176202
"""Jlo @ -GMsszLRBS"" collected 155.00 from pot with Three of a Kind, 8's (combination: 8♥, 8♦, 8♣, K♣, Q♣)",2023-05-19T00:46:51.762Z,168445721176201
"""Jlo @ -GMsszLRBS"" shows a 8♥, 7♠.",2023-05-19T00:46:51.762Z,168445721176200
"""Chef Boyardee @ 48ZoZED0XZ"" calls 55.00",2023-05-19T00:46:50.954Z,168445721095400
"""Jlo @ -GMsszLRBS"" raises to 55.00 and go all in",2023-05-19T00:46:49.655Z,168445720965500
"""Chef Boyardee @ 48ZoZED0XZ"" bets 45.00",2023-05-19T00:46:43.462Z,168445720346200
"River: 8♦, 6♥, K♣, Q♣ [8♣]",2023-05-19T00:46:38.318Z,168445719831800
"""Jlo @ -GMsszLRBS"" calls 15.00",2023-05-19T00:46:37.472Z,168445719747200
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:46:36.226Z,168445719622600
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:46:29.989Z,168445718998900
"""Chef Boyardee @ 48ZoZED0XZ"" bets 15.00",2023-05-19T00:46:29.121Z,168445718912100
"Turn: 8♦, 6♥, K♣ [Q♣]",2023-05-19T00:46:24.235Z,168445718423500
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T00:46:23.384Z,168445718338400
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:46:20.762Z,168445718076200
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:46:17.009Z,168445717700900
"""Chef Boyardee @ 48ZoZED0XZ"" checks",2023-05-19T00:46:15.317Z,168445717531700
"Flop:  [8♦, 6♥, K♣]",2023-05-19T00:46:10.207Z,168445717020700
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:46:09.387Z,168445716938700
"""Chef Boyardee @ 48ZoZED0XZ"" calls 3.50",2023-05-19T00:46:08.404Z,168445716840400
"""Jlo @ -GMsszLRBS"" calls 3.50",2023-05-19T00:46:02.160Z,168445716216000
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:46:00.864Z,168445716086400
"""Glowcow @ 4kh9Z7S8kH"" calls 3.50",2023-05-19T00:45:59.849Z,168445715984900
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:45:57.867Z,168445715786700
"""GTO player @ 7Nh1tXMWON"" raises to 3.50",2023-05-19T00:45:56.379Z,168445715637900
"""AP @ mdgN-8uIsM"" folds",2023-05-19T00:45:53.579Z,168445715357900
"""alamyyyyyy @ a95G_9tGEu"" posts a big blind of 1.00",2023-05-19T00:45:36.720Z,168445713672011
"""Chef Boyardee @ 48ZoZED0XZ"" posts a small blind of 0.50",2023-05-19T00:45:36.720Z,168445713672010
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (185.58) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (252.30) | #3 ""Glowcow @ 4kh9Z7S8kH"" (96.20) | #4 ""OSig @ mX91O12t5W"" (57.16) | #5 ""Jlo @ -GMsszLRBS"" (73.50) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (152.38) | #8 ""alamyyyyyy @ a95G_9tGEu"" (29.12) | #9 ""AP @ mdgN-8uIsM"" (230.88)",2023-05-19T00:45:36.720Z,168445713672001
"-- starting hand #51 (id: kovcihdw1sw7)  (No Limit Texas Hold'em) (dealer: ""Jlo @ -GMsszLRBS"") --",2023-05-19T00:45:36.720Z,168445713672000
"-- ending hand #50 --",2023-05-19T00:45:30.663Z,168445713066303
"""GTO player @ 7Nh1tXMWON"" shows a 6♣, J♥.",2023-05-19T00:45:30.663Z,168445713066302
"""Sobby Saldwin @ bqLVPWQYxE"" collected 20.00 from pot with Pair, K's (combination: K♣, K♥, A♦, Q♦, J♠)",2023-05-19T00:45:30.663Z,168445713066301
"""Sobby Saldwin @ bqLVPWQYxE"" shows a 9♣, K♣.",2023-05-19T00:45:30.663Z,168445713066300
"""Sobby Saldwin @ bqLVPWQYxE"" checks",2023-05-19T00:45:29.777Z,168445712977700
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:45:28.141Z,168445712814100
"River: A♦, Q♦, K♥, J♠ [5♠]",2023-05-19T00:45:25.897Z,168445712589700
"""GTO player @ 7Nh1tXMWON"" calls 5.00",2023-05-19T00:45:25.094Z,168445712509400
"""Sobby Saldwin @ bqLVPWQYxE"" bets 5.00",2023-05-19T00:45:24.110Z,168445712411000
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:45:20.435Z,168445712043500
"Turn: A♦, Q♦, K♥ [J♠]",2023-05-19T00:45:19.307Z,168445711930700
"""GTO player @ 7Nh1tXMWON"" calls 2.50",2023-05-19T00:45:18.493Z,168445711849300
"""Chef Boyardee @ 48ZoZED0XZ"" folds",2023-05-19T00:45:17.495Z,168445711749500
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:45:12.472Z,168445711247200
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:45:11.184Z,168445711118400
"""Sobby Saldwin @ bqLVPWQYxE"" bets 2.50",2023-05-19T00:45:09.718Z,168445710971800
"""GTO player @ 7Nh1tXMWON"" checks",2023-05-19T00:45:04.822Z,168445710482200
"""Chef Boyardee @ 48ZoZED0XZ"" checks",2023-05-19T00:45:03.848Z,168445710384800
"""Jlo @ -GMsszLRBS"" checks",2023-05-19T00:45:02.896Z,168445710289600
"Flop:  [A♦, Q♦, K♥]",2023-05-19T00:44:59.270Z,168445709927000
"""Chef Boyardee @ 48ZoZED0XZ"" checks",2023-05-19T00:44:58.436Z,168445709843600
"""Jlo @ -GMsszLRBS"" calls 1.00",2023-05-19T00:44:56.137Z,168445709613700
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T00:44:55.021Z,168445709502100
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:44:53.959Z,168445709395900
"""Sobby Saldwin @ bqLVPWQYxE"" calls 1.00",2023-05-19T00:44:50.721Z,168445709072100
"""GTO player @ 7Nh1tXMWON"" calls 1.00",2023-05-19T00:44:49.091Z,168445708909100
"""AP @ mdgN-8uIsM"" folds",2023-05-19T00:44:48.231Z,168445708823100
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:44:27.384Z,168445706738400
"""Chef Boyardee @ 48ZoZED0XZ"" posts a big blind of 1.00",2023-05-19T00:44:22.399Z,168445706239911
"""Jlo @ -GMsszLRBS"" posts a small blind of 0.50",2023-05-19T00:44:22.399Z,168445706239910
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (194.08) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (240.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (96.20) | #4 ""OSig @ mX91O12t5W"" (58.16) | #5 ""Jlo @ -GMsszLRBS"" (74.50) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (153.38) | #8 ""alamyyyyyy @ a95G_9tGEu"" (29.12) | #9 ""AP @ mdgN-8uIsM"" (230.88)",2023-05-19T00:44:22.399Z,168445706239901
"-- starting hand #50 (id: lsslumnqygxd)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T00:44:22.399Z,168445706239900
"""Chef Boyardee @ 48ZoZED0XZ"" shows a 10♥, Q♦.",2023-05-19T00:44:21.102Z,168445706110200
"""GTO player @ 7Nh1tXMWON"" shows a 9♥, K♣.",2023-05-19T00:44:19.199Z,168445705919900
"-- ending hand #49 --",2023-05-19T00:44:15.040Z,168445705504002
"""OSig @ mX91O12t5W"" collected 12.86 from pot",2023-05-19T00:44:15.040Z,168445705504001
"Uncalled bet of 9.64 returned to ""OSig @ mX91O12t5W""",2023-05-19T00:44:15.040Z,168445705504000
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:44:14.217Z,168445705421700
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:44:01.895Z,168445704189500
"""Chef Boyardee @ 48ZoZED0XZ"" folds",2023-05-19T00:44:00.482Z,168445704048200
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:43:58.174Z,168445703817400
"""OSig @ mX91O12t5W"" raises to 13.26",2023-05-19T00:43:55.574Z,168445703557400
"""Glowcow @ 4kh9Z7S8kH"" calls 3.62",2023-05-19T00:43:51.697Z,168445703169700
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:43:49.289Z,168445702928900
"""GTO player @ 7Nh1tXMWON"" raises to 3.62",2023-05-19T00:43:47.449Z,168445702744900
"""AP @ mdgN-8uIsM"" folds",2023-05-19T00:43:37.220Z,168445701722000
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:43:35.857Z,168445701585700
"""Chef Boyardee @ 48ZoZED0XZ"" calls 1.00",2023-05-19T00:43:34.930Z,168445701493000
"""Jlo @ -GMsszLRBS"" posts a big blind of 1.00",2023-05-19T00:43:31.555Z,168445701155511
"""OSig @ mX91O12t5W"" posts a small blind of 0.50",2023-05-19T00:43:31.555Z,168445701155510
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (197.70) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (240.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (99.82) | #4 ""OSig @ mX91O12t5W"" (48.92) | #5 ""Jlo @ -GMsszLRBS"" (75.50) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (154.38) | #8 ""alamyyyyyy @ a95G_9tGEu"" (29.12) | #9 ""AP @ mdgN-8uIsM"" (230.88)",2023-05-19T00:43:31.555Z,168445701155501
"-- starting hand #49 (id: hesbv13qx9po)  (No Limit Texas Hold'em) (dealer: ""Glowcow @ 4kh9Z7S8kH"") --",2023-05-19T00:43:31.555Z,168445701155500
"""Sobby Saldwin @ bqLVPWQYxE"" shows a 7♦, 9♣.",2023-05-19T00:43:29.648Z,168445700964800
"""OSig @ mX91O12t5W"" shows a 6♣, 3♦.",2023-05-19T00:43:27.924Z,168445700792400
"""Chef Boyardee @ 48ZoZED0XZ"" shows a 8♠, 10♣.",2023-05-19T00:43:25.162Z,168445700516200
"-- ending hand #48 --",2023-05-19T00:43:24.050Z,168445700405002
"""Glowcow @ 4kh9Z7S8kH"" collected 3.00 from pot with Pair, 7's (combination: 7♥, 7♠, K♣, Q♥, 10♥)",2023-05-19T00:43:24.050Z,168445700405001
"""Glowcow @ 4kh9Z7S8kH"" shows a 2♦, K♣.",2023-05-19T00:43:24.050Z,168445700405000
"""AP @ mdgN-8uIsM"" checks",2023-05-19T00:43:23.177Z,168445700317700
"""OSig @ mX91O12t5W"" checks",2023-05-19T00:43:22.145Z,168445700214500
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:43:21.192Z,168445700119200
"River: 7♥, 7♠, 10♥, Q♥ [4♠]",2023-05-19T00:43:19.948Z,168445699994800
"""AP @ mdgN-8uIsM"" checks",2023-05-19T00:43:19.073Z,168445699907300
"""OSig @ mX91O12t5W"" checks",2023-05-19T00:43:15.485Z,168445699548500
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:43:14.525Z,168445699452500
"Turn: 7♥, 7♠, 10♥ [Q♥]",2023-05-19T00:43:13.441Z,168445699344100
"""AP @ mdgN-8uIsM"" checks",2023-05-19T00:43:12.613Z,168445699261300
"""OSig @ mX91O12t5W"" checks",2023-05-19T00:43:11.694Z,168445699169400
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T00:43:10.656Z,168445699065600
"Flop:  [7♥, 7♠, 10♥]",2023-05-19T00:43:08.548Z,168445698854800
"""OSig @ mX91O12t5W"" checks",2023-05-19T00:43:07.721Z,168445698772100
"""Glowcow @ 4kh9Z7S8kH"" calls 1.00",2023-05-19T00:43:06.413Z,168445698641300
"""Sobby Saldwin @ bqLVPWQYxE"" folds",2023-05-19T00:43:02.905Z,168445698290500
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:42:49.924Z,168445696992400
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T00:42:49.067Z,168445696906700
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:42:47.119Z,168445696711900
"""Chef Boyardee @ 48ZoZED0XZ"" folds",2023-05-19T00:42:46.028Z,168445696602800
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T00:42:45.034Z,168445696503400
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T00:42:35.010Z,168445695501011
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T00:42:35.010Z,168445695501010
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (197.70) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (240.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (97.82) | #4 ""OSig @ mX91O12t5W"" (49.92) | #5 ""Jlo @ -GMsszLRBS"" (75.50) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (154.38) | #8 ""alamyyyyyy @ a95G_9tGEu"" (29.12) | #9 ""AP @ mdgN-8uIsM"" (231.88)",2023-05-19T00:42:35.010Z,168445695501001
"-- starting hand #48 (id: o3pfbee1maoo)  (No Limit Texas Hold'em) (dealer: ""Sobby Saldwin @ bqLVPWQYxE"") --",2023-05-19T00:42:35.010Z,168445695501000
"""alamyyyyyy @ a95G_9tGEu"" shows a 9♦, 9♥.",2023-05-19T00:42:27.345Z,168445694734500
"-- ending hand #47 --",2023-05-19T00:42:26.435Z,168445694643503
"""Sobby Saldwin @ bqLVPWQYxE"" collected 151.00 from pot with Two Pair, A's & K's on the second run  (combination: A♠, A♦, K♥, K♠, Q♠)",2023-05-19T00:42:26.435Z,168445694643502
"""Jlo @ -GMsszLRBS"" collected 75.50 from pot with Straight, A High (combination: A♦, K♣, Q♠, J♣, 10♥)",2023-05-19T00:42:26.435Z,168445694643501
"""Sobby Saldwin @ bqLVPWQYxE"" collected 75.50 from pot with Straight, A High (combination: A♠, K♥, Q♠, J♣, 10♥)",2023-05-19T00:42:26.435Z,168445694643500
"River (second run): A♦, J♣, Q♠, K♠ [3♠]",2023-05-19T00:42:22.384Z,168445694238400
"Turn (second run): A♦, J♣, Q♠ [K♠]",2023-05-19T00:42:18.376Z,168445693837600
"River: A♦, J♣, Q♠, 10♥ [4♣]",2023-05-19T00:42:14.278Z,168445693427800
"Turn: A♦, J♣, Q♠ [10♥]",2023-05-19T00:42:10.254Z,168445693025400
"""Jlo @ -GMsszLRBS"" shows a K♣, 9♣.",2023-05-19T00:42:06.251Z,168445692625101
"""Sobby Saldwin @ bqLVPWQYxE"" shows a K♥, A♠.",2023-05-19T00:42:06.251Z,168445692625100
"All players in hand choose to run it twice.",2023-05-19T00:42:05.418Z,168445692541801
"""Sobby Saldwin @ bqLVPWQYxE"" chooses to  run it twice.",2023-05-19T00:42:05.418Z,168445692541800
"""Jlo @ -GMsszLRBS"" chooses to  run it twice.",2023-05-19T00:42:05.324Z,168445692532400
"Remaining players decide whether to run it twice.",2023-05-19T00:42:03.656Z,168445692365601
"""Jlo @ -GMsszLRBS"" calls 108.50 and go all in",2023-05-19T00:42:03.656Z,168445692365600
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 108.50",2023-05-19T00:42:02.229Z,168445692222900
"""GTO player @ 7Nh1tXMWON"" folds",2023-05-19T00:41:56.947Z,168445691694700
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:41:54.571Z,168445691457100
"""Jlo @ -GMsszLRBS"" bets 63.75",2023-05-19T00:41:53.634Z,168445691363400
"""Sobby Saldwin @ bqLVPWQYxE"" checks",2023-05-19T00:41:50.425Z,168445691042500
"Flop:  [A♦, J♣, Q♠]",2023-05-19T00:41:33.097Z,168445689309700
"""GTO player @ 7Nh1tXMWON"" calls 21.00",2023-05-19T00:41:32.251Z,168445689225100
"""alamyyyyyy @ a95G_9tGEu"" calls 21.00",2023-05-19T00:41:31.354Z,168445689135400
"""Jlo @ -GMsszLRBS"" calls 21.00",2023-05-19T00:41:28.697Z,168445688869700
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:41:25.009Z,168445688500900
"""Sobby Saldwin @ bqLVPWQYxE"" raises to 21.00",2023-05-19T00:41:23.352Z,168445688335200
"""GTO player @ 7Nh1tXMWON"" calls 4.00",2023-05-19T00:41:20.107Z,168445688010700
"""AP @ mdgN-8uIsM"" folds",2023-05-19T00:41:13.681Z,168445687368100
"""alamyyyyyy @ a95G_9tGEu"" calls 4.00",2023-05-19T00:41:11.791Z,168445687179100
"""Chef Boyardee @ 48ZoZED0XZ"" folds",2023-05-19T00:41:07.724Z,168445686772400
"""Jlo @ -GMsszLRBS"" raises to 4.00",2023-05-19T00:41:06.762Z,168445686676200
"""OSig @ mX91O12t5W"" folds",2023-05-19T00:40:57.963Z,168445685796300
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T00:40:56.118Z,168445685611811
"""Sobby Saldwin @ bqLVPWQYxE"" posts a small blind of 0.50",2023-05-19T00:40:56.118Z,168445685611810
"Player stacks: #1 ""GTO player @ 7Nh1tXMWON"" (218.70) | #2 ""Sobby Saldwin @ bqLVPWQYxE"" (143.80) | #3 ""Glowcow @ 4kh9Z7S8kH"" (98.82) | #4 ""OSig @ mX91O12t5W"" (49.92) | #5 ""Jlo @ -GMsszLRBS"" (129.50) | #7 ""Chef Boyardee @ 48ZoZED0XZ"" (154.38) | #8 ""alamyyyyyy @ a95G_9tGEu"" (50.12) | #9 ""AP @ mdgN-8uIsM"" (231.88)",2023-05-19T00:40:56.118Z,168445685611801
"-- starting hand #47 (id: yaenv9jb2jsi)  (No Limit Texas Hold'em) (dealer: ""GTO player @ 7Nh1tXMWON"") --",2023-05-19T00:40:56.118Z,168445685611800
"""GTO player @ 7Nh1tXMWON"" shows a 4♣, Q♥.",2023-05-19T00:40:54.079Z,168445685407900
"""Chef Boyardee @ 48ZoZED0XZ"" shows a 3♥, 10♦.",2023-05-19T00:40:52.712Z,168445685271200
"""alamyyyyyy @ a95G_9tGEu"" shows a A♥, J♥.",2023-05-19T00:40:52.698Z,168445685269800
"""AP @ mdgN-8uIsM"" shows a K♦, J♦.",2023-05-19T00:40:51.018Z,168445685101800
"-- ending hand #46 --",2023-05-19T00:40:50.399Z,168445685039902
"""Sobby Saldwin @ bqLVPWQYxE"" collected 36.50 from pot",2023-05-19T00:40:50.399Z,168445685039901
"Uncalled bet of 36.50 returned to ""Sobby Saldwin @ bqLVPWQYxE""",2023-05-19T00:40:50.399Z,168445685039900
"""AP @ mdgN-8uIsM"" folds",2023-05-19T00:40:49.584Z,168445684958400
"""Sobby Saldwin @ bqLVPWQYxE"" bets 36.50",2023-05-19T00:40:41.896Z,168445684189600
"River: 5♦, 2♣, K♣, 3♣ [4♥]",2023-05-19T00:40:38.190Z,168445683819000
"""AP @ mdgN-8uIsM"" checks",2023-05-19T00:40:37.360Z,168445683736000
"""Sobby Saldwin @ bqLVPWQYxE"" checks",2023-05-19T00:40:34.737Z,168445683473700
"Turn: 5♦, 2♣, K♣ [3♣]",2023-05-19T00:40:32.385Z,168445683238500
"""alamyyyyyy @ a95G_9tGEu"" folds",2023-05-19T00:40:31.493Z,168445683149300
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T00:40:30.459Z,168445683045900
"""Sobby Saldwin @ bqLVPWQYxE"" calls 8.00",2023-05-19T00:40:29.231Z,168445682923100
