entry,at,order
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:54:51.127Z,168446849112700
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T03:54:45.903Z,168446848590310
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T03:54:45.903Z,168446848590309
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (133.50) | #3 ""Glowcow @ 4kh9Z7S8kH"" (243.19) | #4 ""OSig @ mX91O12t5W"" (296.27) | #5 ""Jlo @ -GMsszLRBS"" (62.07) | #6 ""Jack Seven @ 6w3wG89wJ9"" (439.04) | #7 ""Child @ j_PUrV83DE"" (131.21) | #9 ""AP @ mdgN-8uIsM"" (218.00)",2023-05-19T03:54:45.903Z,168446848590301
"-- starting hand #217 (id: de08gf6ws690)  (No Limit Texas Hold'em) (dealer: ""Abhar @ XnUsg-Ux8p"") --",2023-05-19T03:54:45.903Z,168446848590300
"""AP @ mdgN-8uIsM"" shows a 9♣, 10♣.",2023-05-19T03:54:44.576Z,168446848457600
"""Glowcow @ 4kh9Z7S8kH"" shows a A♣, A♥.",2023-05-19T03:54:42.061Z,168446848206100
"""Jlo @ -GMsszLRBS"" shows a 8♥, 7♣.",2023-05-19T03:54:38.638Z,168446847863800
"-- ending hand #216 --",2023-05-19T03:54:37.898Z,168446847789802
"""AP @ mdgN-8uIsM"" collected 81.72 from pot",2023-05-19T03:54:37.898Z,168446847789801
"Uncalled bet of 136.28 returned to ""AP @ mdgN-8uIsM""",2023-05-19T03:54:37.898Z,168446847789800
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:54:37.055Z,168446847705500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:54:24.807Z,168446846480700
"""AP @ mdgN-8uIsM"" raises to 156.71 and go all in",2023-05-19T03:53:58.170Z,168446843817000
"""Jlo @ -GMsszLRBS"" bets 20.43",2023-05-19T03:53:42.499Z,168446842249900
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:53:39.099Z,168446841909900
"Flop:  [8♠, 9♥, 2♦]",2023-05-19T03:53:33.269Z,168446841326900
"""AP @ mdgN-8uIsM"" calls 13.12",2023-05-19T03:53:32.406Z,168446841240600
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:53:31.138Z,168446841113800
"""Jlo @ -GMsszLRBS"" calls 13.12",2023-05-19T03:53:30.216Z,168446841021600
"""Glowcow @ 4kh9Z7S8kH"" raises to 13.12",2023-05-19T03:53:29.132Z,168446840913200
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:53:21.434Z,168446840143400
"""AP @ mdgN-8uIsM"" raises to 4.50",2023-05-19T03:53:20.504Z,168446840050400
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:53:14.924Z,168446839492400
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T03:53:13.986Z,168446839398600
"""Jlo @ -GMsszLRBS"" calls 1.00",2023-05-19T03:53:12.040Z,168446839204000
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:53:08.539Z,168446838853900
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T03:53:07.181Z,168446838718110
"""Abhar @ XnUsg-Ux8p"" posts a small blind of 0.50",2023-05-19T03:53:07.181Z,168446838718109
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (134.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (256.31) | #4 ""OSig @ mX91O12t5W"" (296.27) | #5 ""Jlo @ -GMsszLRBS"" (95.62) | #6 ""Jack Seven @ 6w3wG89wJ9"" (440.04) | #7 ""Child @ j_PUrV83DE"" (131.21) | #9 ""AP @ mdgN-8uIsM"" (169.83)",2023-05-19T03:53:07.181Z,168446838718101
"-- starting hand #216 (id: iceysd0b4q4d)  (No Limit Texas Hold'em) (dealer: ""AP @ mdgN-8uIsM"") --",2023-05-19T03:53:07.181Z,168446838718100
"-- ending hand #215 --",2023-05-19T03:53:01.252Z,168446838125202
"""OSig @ mX91O12t5W"" collected 12.50 from pot",2023-05-19T03:53:01.252Z,168446838125201
"Uncalled bet of 6.25 returned to ""OSig @ mX91O12t5W""",2023-05-19T03:53:01.252Z,168446838125200
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:53:00.403Z,168446838040300
"""OSig @ mX91O12t5W"" bets 6.25",2023-05-19T03:52:59.385Z,168446837938500
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:52:55.958Z,168446837595800
"Flop:  [8♠, J♠, 8♦]",2023-05-19T03:52:52.251Z,168446837225100
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:52:51.425Z,168446837142500
"""AP @ mdgN-8uIsM"" calls 5.00",2023-05-19T03:52:49.436Z,168446836943600
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:52:47.177Z,168446836717700
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:52:46.221Z,168446836622100
"""Jlo @ -GMsszLRBS"" folds",2023-05-19T03:52:45.332Z,168446836533200
"""OSig @ mX91O12t5W"" raises to 5.00",2023-05-19T03:52:43.641Z,168446836364100
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:52:41.105Z,168446836110500
"""Jlo @ -GMsszLRBS"" posts a missed big blind of 1.00",2023-05-19T03:52:39.038Z,168446835903813
"""Jlo @ -GMsszLRBS"" posts a missing small blind of 0.50",2023-05-19T03:52:39.038Z,168446835903812
"""Abhar @ XnUsg-Ux8p"" posts a big blind of 1.00",2023-05-19T03:52:39.038Z,168446835903811
"""AP @ mdgN-8uIsM"" posts a small blind of 0.50",2023-05-19T03:52:39.038Z,168446835903810
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (135.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (256.31) | #4 ""OSig @ mX91O12t5W"" (288.77) | #5 ""Jlo @ -GMsszLRBS"" (97.12) | #6 ""Jack Seven @ 6w3wG89wJ9"" (440.04) | #7 ""Child @ j_PUrV83DE"" (131.21) | #9 ""AP @ mdgN-8uIsM"" (174.83)",2023-05-19T03:52:39.038Z,168446835903802
"-- starting hand #215 (id: lgyjywcsvnmo)  (No Limit Texas Hold'em) (dealer: ""Child @ j_PUrV83DE"") --",2023-05-19T03:52:39.038Z,168446835903801
"The player ""Jlo @ -GMsszLRBS"" joined the game with a stack of 97.12.",2023-05-19T03:52:39.038Z,168446835903800
"-- ending hand #214 --",2023-05-19T03:52:33.040Z,168446835304002
"""Jack Seven @ 6w3wG89wJ9"" collected 3.50 from pot",2023-05-19T03:52:33.040Z,168446835304001
"Uncalled bet of 4.00 returned to ""Jack Seven @ 6w3wG89wJ9""",2023-05-19T03:52:33.040Z,168446835304000
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:52:32.194Z,168446835219400
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:52:30.591Z,168446835059100
"The player ""Jlo @ -GMsszLRBS"" sit back with the stack of 97.12.",2023-05-19T03:52:19.869Z,168446833986900
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:52:17.394Z,168446833739400
"""Jack Seven @ 6w3wG89wJ9"" raises to 5.00",2023-05-19T03:52:16.040Z,168446833604000
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:52:12.360Z,168446833236000
"""Glowcow @ 4kh9Z7S8kH"" calls 1.00",2023-05-19T03:52:09.866Z,168446832986600
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:52:07.630Z,168446832763000
"""AP @ mdgN-8uIsM"" posts a big blind of 1.00",2023-05-19T03:52:05.619Z,168446832561909
"""Child @ j_PUrV83DE"" posts a small blind of 0.50",2023-05-19T03:52:05.619Z,168446832561908
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (135.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (257.31) | #4 ""OSig @ mX91O12t5W"" (288.77) | #6 ""Jack Seven @ 6w3wG89wJ9"" (437.54) | #7 ""Child @ j_PUrV83DE"" (131.71) | #9 ""AP @ mdgN-8uIsM"" (175.83)",2023-05-19T03:52:05.619Z,168446832561901
"-- starting hand #214 (id: vp4bckppdt5f)  (No Limit Texas Hold'em) (dealer: ""Jack Seven @ 6w3wG89wJ9"") --",2023-05-19T03:52:05.619Z,168446832561900
"""Glowcow @ 4kh9Z7S8kH"" shows a 7♠, 6♥.",2023-05-19T03:52:03.279Z,168446832327900
"-- ending hand #213 --",2023-05-19T03:52:01.971Z,168446832197102
"""Glowcow @ 4kh9Z7S8kH"" collected 12.00 from pot",2023-05-19T03:52:01.971Z,168446832197101
"Uncalled bet of 1.00 returned to ""Glowcow @ 4kh9Z7S8kH""",2023-05-19T03:52:01.971Z,168446832197100
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:52:01.112Z,168446832111200
"""Glowcow @ 4kh9Z7S8kH"" bets 1.00",2023-05-19T03:52:00.135Z,168446832013500
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:51:58.409Z,168446831840900
"River: A♠, K♣, 3♦, 3♠ [4♥]",2023-05-19T03:51:57.016Z,168446831701600
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T03:51:56.214Z,168446831621400
"""Glowcow @ 4kh9Z7S8kH"" bets 1.00",2023-05-19T03:51:54.763Z,168446831476300
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:51:52.708Z,168446831270800
"Turn: A♠, K♣, 3♦ [3♠]",2023-05-19T03:51:50.738Z,168446831073800
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T03:51:49.848Z,168446830984800
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:51:48.911Z,168446830891100
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:51:47.937Z,168446830793700
"""Glowcow @ 4kh9Z7S8kH"" bets 1.00",2023-05-19T03:51:45.802Z,168446830580200
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:51:43.988Z,168446830398800
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:51:42.149Z,168446830214900
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:51:41.174Z,168446830117400
"Flop:  [A♠, K♣, 3♦]",2023-05-19T03:51:39.909Z,168446829990900
"""AP @ mdgN-8uIsM"" calls 2.00",2023-05-19T03:51:39.058Z,168446829905800
"""Child @ j_PUrV83DE"" calls 2.00",2023-05-19T03:51:37.664Z,168446829766400
"""Jack Seven @ 6w3wG89wJ9"" calls 2.00",2023-05-19T03:51:35.669Z,168446829566900
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:51:34.563Z,168446829456300
"""Glowcow @ 4kh9Z7S8kH"" raises to 2.00",2023-05-19T03:51:33.567Z,168446829356700
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:51:29.313Z,168446828931300
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T03:51:28.356Z,168446828835600
"""Child @ j_PUrV83DE"" posts a big blind of 1.00",2023-05-19T03:51:25.155Z,168446828515509
"""Jack Seven @ 6w3wG89wJ9"" posts a small blind of 0.50",2023-05-19T03:51:25.155Z,168446828515508
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (135.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (249.31) | #4 ""OSig @ mX91O12t5W"" (288.77) | #6 ""Jack Seven @ 6w3wG89wJ9"" (439.54) | #7 ""Child @ j_PUrV83DE"" (133.71) | #9 ""AP @ mdgN-8uIsM"" (179.83)",2023-05-19T03:51:25.155Z,168446828515501
"-- starting hand #213 (id: t8gd8kpj814c)  (No Limit Texas Hold'em) (dealer: ""OSig @ mX91O12t5W"") --",2023-05-19T03:51:25.155Z,168446828515500
"""AP @ mdgN-8uIsM"" shows a 10♥, 2♦.",2023-05-19T03:51:20.023Z,168446828002300
"-- ending hand #212 --",2023-05-19T03:51:18.463Z,168446827846302
"""OSig @ mX91O12t5W"" collected 32.50 from pot",2023-05-19T03:51:18.463Z,168446827846301
"Uncalled bet of 16.25 returned to ""OSig @ mX91O12t5W""",2023-05-19T03:51:18.463Z,168446827846300
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:51:17.619Z,168446827761900
"""OSig @ mX91O12t5W"" bets 16.25",2023-05-19T03:51:11.160Z,168446827116000
"Flop:  [2♣, A♠, 2♠]",2023-05-19T03:51:04.989Z,168446826498900
"""Glowcow @ 4kh9Z7S8kH"" calls 13.75",2023-05-19T03:51:04.072Z,168446826407200
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:51:00.373Z,168446826037300
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:50:59.190Z,168446825919000
"""OSig @ mX91O12t5W"" raises to 13.75",2023-05-19T03:50:56.595Z,168446825659500
"""Glowcow @ 4kh9Z7S8kH"" calls 4.00",2023-05-19T03:50:52.509Z,168446825250900
"""Abhar @ XnUsg-Ux8p"" raises to 4.00",2023-05-19T03:50:46.500Z,168446824650000
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:50:43.087Z,168446824308700
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:50:42.142Z,168446824214200
"""Jack Seven @ 6w3wG89wJ9"" posts a big blind of 1.00",2023-05-19T03:50:40.028Z,168446824002809
"""OSig @ mX91O12t5W"" posts a small blind of 0.50",2023-05-19T03:50:40.028Z,168446824002808
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (139.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (263.06) | #4 ""OSig @ mX91O12t5W"" (270.02) | #6 ""Jack Seven @ 6w3wG89wJ9"" (440.54) | #7 ""Child @ j_PUrV83DE"" (133.71) | #9 ""AP @ mdgN-8uIsM"" (179.83)",2023-05-19T03:50:40.028Z,168446824002801
"-- starting hand #212 (id: xz7hp7dgyvrp)  (No Limit Texas Hold'em) (dealer: ""Glowcow @ 4kh9Z7S8kH"") --",2023-05-19T03:50:40.028Z,168446824002800
"-- ending hand #211 --",2023-05-19T03:50:34.100Z,168446823410002
"""Glowcow @ 4kh9Z7S8kH"" collected 11.00 from pot",2023-05-19T03:50:34.100Z,168446823410001
"Uncalled bet of 10.00 returned to ""Glowcow @ 4kh9Z7S8kH""",2023-05-19T03:50:34.100Z,168446823410000
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:50:33.277Z,168446823327700
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:50:27.908Z,168446822790800
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:50:26.967Z,168446822696700
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:50:26.055Z,168446822605500
"""Glowcow @ 4kh9Z7S8kH"" raises to 14.00",2023-05-19T03:50:25.028Z,168446822502800
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:50:11.578Z,168446821157800
"""AP @ mdgN-8uIsM"" raises to 4.00",2023-05-19T03:50:10.583Z,168446821058300
"""Child @ j_PUrV83DE"" calls 1.00",2023-05-19T03:50:01.081Z,168446820108100
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T03:50:00.116Z,168446820011600
"""OSig @ mX91O12t5W"" posts a big blind of 1.00",2023-05-19T03:49:57.833Z,168446819783309
"""Glowcow @ 4kh9Z7S8kH"" posts a small blind of 0.50",2023-05-19T03:49:57.833Z,168446819783308
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (139.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (256.06) | #4 ""OSig @ mX91O12t5W"" (271.02) | #6 ""Jack Seven @ 6w3wG89wJ9"" (441.54) | #7 ""Child @ j_PUrV83DE"" (134.71) | #9 ""AP @ mdgN-8uIsM"" (183.83)",2023-05-19T03:49:57.833Z,168446819783301
"-- starting hand #211 (id: waew5cjlyu6d)  (No Limit Texas Hold'em) (dealer: ""Abhar @ XnUsg-Ux8p"") --",2023-05-19T03:49:57.833Z,168446819783300
"-- ending hand #210 --",2023-05-19T03:49:51.820Z,168446819182002
"""Abhar @ XnUsg-Ux8p"" collected 44.00 from pot with Pair, A's (combination: A♠, A♥, J♣, 10♣, 8♠)",2023-05-19T03:49:51.820Z,168446819182001
"""Abhar @ XnUsg-Ux8p"" shows a J♣, A♠.",2023-05-19T03:49:51.820Z,168446819182000
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:49:50.948Z,168446819094800
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T03:49:49.141Z,168446818914100
"River: 8♠, 2♣, A♥, 7♥ [10♣]",2023-05-19T03:49:45.491Z,168446818549100
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:49:44.685Z,168446818468500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:49:43.586Z,168446818358600
"""Abhar @ XnUsg-Ux8p"" calls 11.00",2023-05-19T03:49:34.575Z,168446817457500
"""Child @ j_PUrV83DE"" bets 11.00",2023-05-19T03:49:32.337Z,168446817233700
"""OSig @ mX91O12t5W"" checks",2023-05-19T03:49:27.270Z,168446816727000
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:49:26.316Z,168446816631600
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T03:49:22.231Z,168446816223100
"Turn: 8♠, 2♣, A♥ [7♥]",2023-05-19T03:49:19.971Z,168446815997100
"""Abhar @ XnUsg-Ux8p"" calls 4.00",2023-05-19T03:49:19.123Z,168446815912300
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:49:17.484Z,168446815748400
"""Child @ j_PUrV83DE"" calls 4.00",2023-05-19T03:49:16.542Z,168446815654200
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:49:15.144Z,168446815514400
"""OSig @ mX91O12t5W"" calls 4.00",2023-05-19T03:49:14.236Z,168446815423600
"""Glowcow @ 4kh9Z7S8kH"" bets 4.00",2023-05-19T03:49:13.018Z,168446815301800
"""Abhar @ XnUsg-Ux8p"" checks",2023-05-19T03:49:06.615Z,168446814661500
"Flop:  [8♠, 2♣, A♥]",2023-05-19T03:49:04.462Z,168446814446200
"""Glowcow @ 4kh9Z7S8kH"" checks",2023-05-19T03:49:03.639Z,168446814363900
"""Abhar @ XnUsg-Ux8p"" calls 1.00",2023-05-19T03:49:01.663Z,168446814166300
"""AP @ mdgN-8uIsM"" calls 1.00",2023-05-19T03:49:00.199Z,168446814019900
"""Child @ j_PUrV83DE"" calls 1.00",2023-05-19T03:48:58.662Z,168446813866200
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T03:48:57.130Z,168446813713000
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T03:48:55.065Z,168446813506500
"""Glowcow @ 4kh9Z7S8kH"" posts a big blind of 1.00",2023-05-19T03:48:53.203Z,168446813320310
"""Abhar @ XnUsg-Ux8p"" posts a small blind of 0.50",2023-05-19T03:48:53.203Z,168446813320309
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (111.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (261.06) | #4 ""OSig @ mX91O12t5W"" (276.02) | #6 ""Jack Seven @ 6w3wG89wJ9"" (442.54) | #7 ""Child @ j_PUrV83DE"" (150.71) | #9 ""AP @ mdgN-8uIsM"" (184.83)",2023-05-19T03:48:53.203Z,168446813320302
"-- starting hand #210 (id: kmk3mqgrxb15)  (No Limit Texas Hold'em) (dealer: ""AP @ mdgN-8uIsM"") --",2023-05-19T03:48:53.203Z,168446813320301
"The player ""buster douglas @ a95G_9tGEu"" quits the game with a stack of 427.26.",2023-05-19T03:48:53.203Z,168446813320300
"-- ending hand #209 --",2023-05-19T03:48:50.249Z,168446813024902
"""Glowcow @ 4kh9Z7S8kH"" collected 125.00 from pot",2023-05-19T03:48:50.249Z,168446813024901
"Uncalled bet of 62.50 returned to ""Glowcow @ 4kh9Z7S8kH""",2023-05-19T03:48:50.249Z,168446813024900
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:48:49.403Z,168446812940300
"The admin ""Abhar @ XnUsg-Ux8p"" enqueued the removal of the player ""buster douglas @ a95G_9tGEu"".",2023-05-19T03:48:24.023Z,168446810402300
"""Glowcow @ 4kh9Z7S8kH"" bets 62.50",2023-05-19T03:48:18.519Z,168446809851900
"River: 7♣, 3♦, 4♣, 2♦ [10♣]",2023-05-19T03:48:11.320Z,168446809132000
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:48:10.438Z,168446809043800
"""Jack Seven @ 6w3wG89wJ9"" calls 37.50",2023-05-19T03:48:07.270Z,168446808727000
"""Glowcow @ 4kh9Z7S8kH"" bets 37.50",2023-05-19T03:48:01.885Z,168446808188500
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:47:50.746Z,168446807074600
"Turn: 7♣, 3♦, 4♣ [2♦]",2023-05-19T03:47:46.925Z,168446806692500
"""Jack Seven @ 6w3wG89wJ9"" calls 10.00",2023-05-19T03:47:46.093Z,168446806609300
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:47:42.642Z,168446806264200
"""Glowcow @ 4kh9Z7S8kH"" calls 10.00",2023-05-19T03:47:31.303Z,168446805130300
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:47:26.912Z,168446804691200
"""AP @ mdgN-8uIsM"" bets 10.00",2023-05-19T03:47:22.742Z,168446804274200
"Flop:  [7♣, 3♦, 4♣]",2023-05-19T03:47:17.123Z,168446803712300
"""OSig @ mX91O12t5W"" calls 4.00",2023-05-19T03:47:16.315Z,168446803631500
"""Glowcow @ 4kh9Z7S8kH"" calls 4.00",2023-05-19T03:47:15.359Z,168446803535900
"""Abhar @ XnUsg-Ux8p"" calls 4.00",2023-05-19T03:47:12.494Z,168446803249400
"""AP @ mdgN-8uIsM"" calls 4.00",2023-05-19T03:47:11.478Z,168446803147800
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:47:04.028Z,168446802402800
"""Jack Seven @ 6w3wG89wJ9"" raises to 4.00",2023-05-19T03:47:02.935Z,168446802293500
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T03:46:59.420Z,168446801942000
"""Glowcow @ 4kh9Z7S8kH"" calls 1.00",2023-05-19T03:46:58.424Z,168446801842400
"""Abhar @ XnUsg-Ux8p"" posts a big blind of 1.00",2023-05-19T03:46:55.873Z,168446801587309
"""AP @ mdgN-8uIsM"" posts a small blind of 0.50",2023-05-19T03:46:55.873Z,168446801587308
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (115.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (187.56) | #4 ""OSig @ mX91O12t5W"" (280.02) | #6 ""Jack Seven @ 6w3wG89wJ9"" (494.04) | #7 ""Child @ j_PUrV83DE"" (150.71) | #9 ""AP @ mdgN-8uIsM"" (198.83)",2023-05-19T03:46:55.873Z,168446801587301
"-- starting hand #209 (id: jarkn4plnpd6)  (No Limit Texas Hold'em) (dealer: ""Child @ j_PUrV83DE"") --",2023-05-19T03:46:55.873Z,168446801587300
"-- ending hand #208 --",2023-05-19T03:46:49.964Z,168446800996402
"""Abhar @ XnUsg-Ux8p"" collected 20.00 from pot",2023-05-19T03:46:49.964Z,168446800996401
"Uncalled bet of 8.00 returned to ""Abhar @ XnUsg-Ux8p""",2023-05-19T03:46:49.964Z,168446800996400
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:46:49.087Z,168446800908700
"""Child @ j_PUrV83DE"" folds",2023-05-19T03:46:41.053Z,168446800105300
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:46:37.515Z,168446799751500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:46:36.578Z,168446799657800
"""Abhar @ XnUsg-Ux8p"" bets 8.00",2023-05-19T03:46:34.227Z,168446799422700
"""AP @ mdgN-8uIsM"" checks",2023-05-19T03:46:26.885Z,168446798688500
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:46:25.885Z,168446798588500
"Flop:  [5♥, J♠, J♣]",2023-05-19T03:46:22.351Z,168446798235100
"""AP @ mdgN-8uIsM"" calls 4.00",2023-05-19T03:46:21.499Z,168446798149900
"""Child @ j_PUrV83DE"" calls 4.00",2023-05-19T03:46:19.110Z,168446797911000
"""Jack Seven @ 6w3wG89wJ9"" calls 4.00",2023-05-19T03:46:13.547Z,168446797354700
"""OSig @ mX91O12t5W"" folds",2023-05-19T03:46:12.520Z,168446797252000
"""Glowcow @ 4kh9Z7S8kH"" calls 4.00",2023-05-19T03:46:11.460Z,168446797146000
"""Abhar @ XnUsg-Ux8p"" raises to 4.00",2023-05-19T03:46:08.936Z,168446796893600
"""AP @ mdgN-8uIsM"" posts a big blind of 1.00",2023-05-19T03:46:02.910Z,168446796291009
"""Child @ j_PUrV83DE"" posts a small blind of 0.50",2023-05-19T03:46:02.910Z,168446796291008
"Player stacks: #1 ""Abhar @ XnUsg-Ux8p"" (99.00) | #3 ""Glowcow @ 4kh9Z7S8kH"" (191.56) | #4 ""OSig @ mX91O12t5W"" (280.02) | #6 ""Jack Seven @ 6w3wG89wJ9"" (498.04) | #7 ""Child @ j_PUrV83DE"" (154.71) | #9 ""AP @ mdgN-8uIsM"" (202.83)",2023-05-19T03:46:02.910Z,168446796291001
"-- starting hand #208 (id: akqzp2cdl6op)  (No Limit Texas Hold'em) (dealer: ""Jack Seven @ 6w3wG89wJ9"") --",2023-05-19T03:46:02.910Z,168446796291000
"-- ending hand #207 --",2023-05-19T03:45:56.885Z,168446795688503
"""Child @ j_PUrV83DE"" shows a 2♦, K♠.",2023-05-19T03:45:56.885Z,168446795688502
"""OSig @ mX91O12t5W"" collected 9.00 from pot with Pair, 6's (combination: 6♣, 6♠, Q♦, 10♠, 9♣)",2023-05-19T03:45:56.885Z,168446795688501
"""OSig @ mX91O12t5W"" shows a 6♣, 6♠.",2023-05-19T03:45:56.885Z,168446795688500
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T03:45:56.029Z,168446795602900
"""Child @ j_PUrV83DE"" bets 1.00",2023-05-19T03:45:54.990Z,168446795499000
"River: 2♣, Q♦, 7♥, 10♠ [9♣]",2023-05-19T03:45:53.678Z,168446795367800
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T03:45:52.784Z,168446795278400
"""Child @ j_PUrV83DE"" bets 1.00",2023-05-19T03:45:50.669Z,168446795066900
"Turn: 2♣, Q♦, 7♥ [10♠]",2023-05-19T03:45:48.560Z,168446794856000
"""Jack Seven @ 6w3wG89wJ9"" folds",2023-05-19T03:45:47.746Z,168446794774600
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T03:45:46.801Z,168446794680100
"""Child @ j_PUrV83DE"" bets 1.00",2023-05-19T03:45:44.217Z,168446794421700
"""Jack Seven @ 6w3wG89wJ9"" checks",2023-05-19T03:45:42.254Z,168446794225400
"Flop:  [2♣, Q♦, 7♥]",2023-05-19T03:45:40.254Z,168446794025400
"""Child @ j_PUrV83DE"" checks",2023-05-19T03:45:39.390Z,168446793939000
"""Jack Seven @ 6w3wG89wJ9"" calls 1.00",2023-05-19T03:45:31.160Z,168446793116000
"""OSig @ mX91O12t5W"" calls 1.00",2023-05-19T03:45:25.115Z,168446792511500
"""Glowcow @ 4kh9Z7S8kH"" folds",2023-05-19T03:45:22.415Z,168446792241500
"""Abhar @ XnUsg-Ux8p"" folds",2023-05-19T03:45:21.223Z,168446792122300
"""AP @ mdgN-8uIsM"" folds",2023-05-19T03:45:14.050Z,168446791405000
"""Child @ j_PUrV83DE"" posts a big blind of 1.00",2023-05-19T03:45:09.935Z,168446790993509
"""Jack Seven @ 6w3wG89wJ9"" posts a small blind of 0.50",2023-05-19T03:45:09.935Z,168446790993508
